iter	RMSE
200	10476.74263
201	10426.74185
202	10394.40904
203	10365.01884
204	10321.93854
205	10286.69894
206	10250.48208
207	10197.49254
208	10160.37906
209	10121.23641
210	10087.04169
211	10061.00678
212	10034.50292
213	10004.75035
214	9965.46633
215	9936.545307
216	9878.912521
217	9846.57863
218	9818.573013
219	9785.952591
220	9721.942136
221	9666.257985
222	9638.335363
223	9613.0547
224	9600.355868
225	9565.3863
226	9524.279541
227	9492.891977
228	9453.52629
229	9418.908465
230	9375.34638
231	9335.773503
232	9303.65597
233	9250.216626
234	9217.420378
235	9178.500839
236	9136.690591
237	9098.356487
238	9061.779706
239	9031.473859
240	8982.170224
241	8942.733838
242	8906.645829
243	8879.982565
244	8863.897774
245	8815.548665
246	8763.021104
247	8737.96923
248	8708.117795
249	8680.245872
250	8650.1322
251	8630.804985
252	8603.212434
253	8571.033389
254	8532.972641
255	8506.989863
256	8488.298841
257	8470.060151
258	8449.72434
259	8416.253104
260	8359.251491
261	8325.379175
262	8305.70172
263	8282.037535
264	8239.166562
265	8199.238505
266	8166.183867
267	8141.00535
268	8122.302035
269	8077.180187
270	8031.304286
271	8000.180262
272	7969.420769
273	7931.110908
274	7892.975257
275	7846.774581
276	7819.339128
277	7780.138731
278	7753.129988
279	7716.126922
280	7673.303099
281	7640.232112
282	7625.023142
283	7602.732337
284	7577.637087
285	7560.707168
286	7539.165646
287	7481.341211
288	7456.004596
289	7401.46397
290	7379.853197
291	7343.431245
292	7314.252691
293	7277.736648
294	7253.325322
295	7231.953594
296	7202.285746
297	7194.659821
298	7165.759072
299	7143.803891
300	7124.845474
301	7095.443731
302	7071.095585
303	7046.658558
304	7018.479055
305	6979.681446
306	6947.513316
307	6925.745222
308	6909.582668
309	6882.571614
310	6868.725551
311	6851.359905
312	6836.533676
313	6819.047156
314	6787.524452
315	6760.280778
316	6739.751751
317	6708.831834
318	6696.519894
319	6671.566785
320	6649.001143
321	6623.578622
322	6601.994413
323	6573.282582
324	6556.101711
325	6536.08495
326	6516.451056
327	6490.101348
328	6482.872213
329	6451.674828
330	6431.874149
331	6399.332365
332	6371.465624
333	6346.412565
334	6330.434297
335	6302.193292
336	6282.815414
337	6251.468108
338	6213.628157
339	6191.310827
340	6164.798679
341	6134.981671
342	6106.379326
343	6085.173365
344	6066.322463
345	6040.415047
346	6006.970015
347	5975.49003
348	5944.786872
349	5902.655121
350	5877.732211
351	5854.914741
352	5822.676515
353	5803.106446
354	5773.730833
355	5755.676883
356	5729.794931
357	5712.868824
358	5698.949536
359	5667.477634
360	5647.197197
361	5627.745562
362	5613.023533
363	5581.810427
364	5560.699964
365	5532.666484
366	5507.052526
367	5492.573998
368	5460.284265
369	5447.044579
370	5419.939539
371	5408.467379
372	5385.95903
373	5372.818137
374	5352.868472
375	5323.546209
376	5296.805388
377	5274.279983
378	5263.536778
379	5233.207742
380	5222.588657
381	5206.19321
382	5184.671753
383	5164.927282
384	5159.760218
385	5139.081345
386	5120.985899
387	5093.720658
388	5072.486533
389	5052.919264
390	5036.795959
391	5019.576525
392	4997.652762
393	4985.917292
394	4974.178398
395	4959.007613
396	4939.795767
397	4928.141377
398	4912.202482
399	4883.068828
400	4868.179882
401	4850.627939
402	4839.819948
403	4817.659718
404	4797.552219
405	4786.884908
406	4772.138249
407	4744.256997
408	4720.947019
409	4705.153032
410	4687.844163
411	4675.400156
412	4665.012738
413	4643.765381
414	4630.936585
415	4610.345972
416	4589.977531
417	4580.560343
418	4565.169924
419	4546.935834
420	4534.044983
421	4523.480025
422	4508.290759
423	4493.959569
424	4472.958819
425	4460.671421
426	4448.40828
427	4439.560215
428	4423.361096
429	4415.458793
430	4402.088591
431	4391.954626
432	4375.239938
433	4368.418654
434	4357.981857
435	4347.64105
436	4322.704616
437	4304.334667
438	4294.047677
439	4275.462414
440	4270.912031
441	4261.001677
442	4250.172585
443	4242.771377
444	4233.913017
445	4215.493224
446	4195.92294
447	4188.389286
448	4182.339073
449	4172.354525
450	4150.527827
451	4138.927001
452	4128.71601
453	4112.03021
454	4097.886891
455	4089.945043
456	4086.928919
457	4071.714816
458	4064.00393
459	4058.23785
460	4038.570382
461	4029.568748
462	4018.552636
463	4002.183907
464	3995.113779
465	3982.891481
466	3975.784508
467	3965.657082
468	3954.86076
469	3938.57188
470	3933.596251
471	3921.994648
472	3912.412288
473	3901.555817
474	3894.435448
475	3881.725061
476	3866.915311
477	3854.481477
478	3840.662558
479	3837.315905
480	3828.751945
481	3812.120914
482	3794.298147
483	3776.495837
484	3773.395458
485	3769.404299
486	3761.471435
487	3754.139398
488	3740.62004
489	3728.54132
490	3721.141246
491	3708.739024
492	3699.786807
493	3689.245541
494	3670.599099
495	3665.336924
496	3651.218245
497	3637.904292
498	3625.922793
499	3621.193839
500	3609.333031
501	3590.261929
502	3586.562694
503	3571.796433
504	3567.649089
505	3560.052982
506	3555.730412
507	3546.826709
508	3542.350529
509	3530.533912
510	3518.788641
511	3508.022691
512	3491.232436
513	3480.107447
514	3458.655799
515	3454.815123
516	3442.07387
517	3424.721964
518	3415.60342
519	3412.547656
520	3402.793258
521	3390.458459
522	3370.669528
523	3350.011498
524	3342.24028
525	3337.80003
526	3325.815903
527	3317.283138
528	3309.027784
529	3304.657373
530	3298.245599
531	3292.795204
532	3282.05839
533	3273.701185
534	3251.915451
535	3233.878501
536	3228.760523
537	3214.869482
538	3192.783468
539	3184.496192
540	3175.806699
541	3165.229061
542	3161.046977
543	3156.369198
544	3143.678404
545	3131.090625
546	3115.671445
547	3106.607566
548	3102.415038
549	3092.768722
550	3084.816539
551	3071.560315
552	3061.530619
553	3059.496294
554	3048.763108
555	3035.277944
556	3031.844367
557	3015.958584
558	3010.514009
559	3001.146787
560	2994.462998
561	2988.879235
562	2980.937783
563	2972.864792
564	2966.071427
565	2952.965959
566	2951.241878
567	2941.444106
568	2928.739712
569	2919.630308
570	2903.271865
571	2889.002419
572	2874.95
573	2868.181217
574	2862.845972
575	2854.277572
576	2841.634553
577	2830.64881
578	2825.098167
579	2817.112457
580	2811.27647
581	2803.122428
582	2796.392341
583	2791.328003
584	2787.106341
585	2780.636902
586	2776.967139
587	2772.676314
588	2760.299568
589	2755.416337
590	2747.925325
591	2739.372304
592	2736.165096
593	2724.546626
594	2708.013931
595	2700.387105
596	2682.073113
597	2672.307327
598	2663.481183
599	2657.262214
